Product_ID,Client_ID,Product_Code,Product_Desc,UOM,Packsize,Manufacturer,MRP,PTS,PTR,Narco_Product_limit,ProductFormId,Active,short_supply,BoxSize,ShortName,CreatedBy,CreatedOn,ModifiedBy,ModifiedOn,visiable_product_saleman,visiable_product_Retailer,ERPProductID,CategoryID,Category,molecular_id,P_ID,GST_PER,Manufacturer_Code,ED_MDM_Product_Code,ED_MDM_Product_Image,ED_MDM_Product_Document_Image,ED_MDM_Product_Creation_Time,Match
1686622,756,J0002120,A TO Z NS SYRUP(MANGO) 200ML,NULL,200ML,ALKEM NEXA,176,107.39,119.32,0,NULL,1,0,NULL,ATOZNSSYRUPMANGO,NULL,15-05-2020 06:54,NULL,05/05/2023 9:58,1,1,1175351,0,NULL,NULL,116926422,NULL,A1o,ED000000180,NULL,NULL,NULL,
1689413,756,J0002123,A TO Z WOMAN CAPSULES 15^S,NULL,15'S,ALKEM NEXA,330,201.36,223.73,0,NULL,1,0,NULL,ATOZWOMANCAPS,NULL,15-05-2020 07:00,NULL,05/05/2023 9:58,1,1,1192075,0,NULL,NULL,117122483,NULL,A1o,ED000000187,NULL,NULL,NULL,
5317171,756,J00522,A2 LIGHT CREAM 20GM,NULL,20GM,ETHICARE,699,426.51,473.92,0,NULL,1,0,NULL,A2LIGHTCREAM,NULL,26-05-2022 08:02,NULL,05/05/2023 9:58,1,1,1297884,0,NULL,NULL,116930605,NULL,APBA,ED000180206,NULL,NULL,NULL,
1693353,756,J0002124,A-4 PAPER,NULL,,ZYDUS.,0,0,0,0,NULL,1,0,NULL,A4PAPER,NULL,15-05-2020 07:03,NULL,02/02/2023 11:41,1,1,1205514,0,NULL,NULL,117121286,NULL,A19,NULL,NULL,NULL,NULL,
1686005,756,J0002125,AACTARIL SOAP 75GM,NULL,75GM,HIMALAYA ZEAL,90,52.06,58.72,0,NULL,1,0,NULL,AACTARILSOAP,NULL,15-05-2020 06:54,NULL,05/05/2023 9:58,1,1,1163139,0,NULL,NULL,117125749,NULL,Aý,ED000000213,NULL,NULL,NULL,
5225465,756,J00016223,AAYOG AV ORAL LIQUID 1*10,NULL,1*10,KEPLER HEALTHCARE PVT LTD,160,102.86,114.29,0,NULL,1,0,NULL,AAYOGAVORALLIQUID110,NULL,09/05/2022 12:48,NULL,02/02/2023 11:41,1,1,1297391,0,NULL,NULL,116930841,NULL,AHLN,ED000169610,NULL,NULL,NULL,
1702601,756,J0002126,AB PHYLLINE N TABLETS 10^S,NULL,10'S,SPDL(Z)RADIANT ZION<SP>,209,134.36,149.28,0,NULL,1,0,NULL,ABPHYLLINENTAB,NULL,15-05-2020 07:20,NULL,05/05/2023 9:58,1,1,1227846,0,NULL,NULL,117116109,NULL,ß,ED000000252,NULL,NULL,NULL,
1702602,756,J0002127,AB PHYLLINE SR 200 10^S,NULL,10'S,SPDL(Z)RADIANT ZION<SP>,252,162,180,0,NULL,1,0,NULL,ABPHYLLINESR200,NULL,15-05-2020 07:20,NULL,05/05/2023 9:58,1,1,1227850,0,NULL,NULL,117116108,NULL,ß,ED000000250,NULL,NULL,NULL,
1697546,756,J0002128,AB PHYLLINE SYRUP 100ML,NULL,100ML,SPDL(Z)RADIANT ZION<SP>,178,114.43,127.14,0,NULL,1,0,NULL,ABPHYLLINESYRUP,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1263390,0,NULL,NULL,117113295,NULL,ß,ED000000251,NULL,NULL,NULL,
1708756,756,J0002129,AB PHYLLINE TABLETS 10^S,NULL,10'S,SPDL(Z)RADIANT ZION<SP>,162,104.14,115.71,0,NULL,1,0,NULL,ABPHYLLINETAB,NULL,15-05-2020 07:48,NULL,05/05/2023 9:58,1,1,1065133,0,NULL,NULL,117132596,NULL,ß,ED000000249,NULL,NULL,NULL,
1694253,756,J0002130,ABANA TABLETS (HSN) 60.S,NULL,"60,S",HIMALAYA ZEAL,155,94.47,106.57,0,NULL,1,0,NULL,ABANATABHSN,NULL,15-05-2020 07:05,NULL,05/05/2023 9:58,1,1,1207467,0,NULL,NULL,116925965,NULL,Aý,ED000000266,NULL,NULL,NULL
1682407,756,J0002131,ABATACT TABLETS,NULL,10'S,ARK LIFESCIENCES,296.6,0,230.6,,NULL,1,0,0,ABATACTTAB,NULL,15-05-2020 06:44,NULL,02/02/2023 11:41,1,1,NULL,0,NULL,NULL,NULL,NULL,1-,ED000110010,NULL,NULL,NULL,
6075895,756,J0040980,ABAXIS 2.5 TABLETS 30T,NULL,30T,INTAS AQUILA,450,289.29,321.43,0,NULL,1,0,NULL,ABAXIS25TAB30T,NULL,21-09-2022 05:58,NULL,04/05/2023 8:02,1,1,1301329,0,NULL,NULL,116928857,NULL,ð,ED000177515,NULL,NULL,NULL,
3582668,756,J0014824,ABAXIS 5 10T,NULL,10T,INTAS AQUILA,190,122.14,135.71,0,NULL,1,0,NULL,ABAXIS5,NULL,16-07-2021 09:03,NULL,05/05/2023 9:58,1,1,1306040,0,NULL,NULL,118522085,NULL,1,ED000039838,NULL,NULL,NULL,
7790049,756,A00831,ABAXIS 5 TABLETS 30 T,NULL,30 T,INTAS # M CARE,570,135.71,407.14,0,NULL,1,0,NULL,ABAXIS5TAB,NULL,14-04-2023 11:58,NULL,05/05/2023 9:58,1,1,1306401,0,NULL,NULL,118559430,NULL,,NULL,NULL,NULL,NULL,
6075897,756,J0040981,ABAXIS 5 TABLETS 30T,NULL,30T,INTAS AQUILA,570,366.43,407.14,0,NULL,1,0,NULL,ABAXIS5TAB30T,NULL,21-09-2022 05:58,NULL,12/04/2023 12:14,1,1,1301331,0,NULL,NULL,116928856,NULL,ð,ED000177516,NULL,NULL,NULL,
2691361,756,J0002132,AB-CV 375 6^S,NULL,6'S,FDC SELECT,0,57.6,0,0,NULL,1,0,NULL,ABCV3756S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1092767,0,NULL,NULL,117131247,NULL,\,ED000000253,NULL,NULL,NULL,
1715057,756,J0002133,ABDOACT 80 TABLETS 10S,NULL,10S,FOREGEN HEALTHCARE LTD,49.5,31.82,35.36,0,NULL,1,0,NULL,ABDOACT80TAB10S,NULL,15-05-2020 07:50,NULL,02/02/2023 11:41,1,1,1279402,0,NULL,NULL,117111258,NULL,=,NULL,NULL,NULL,NULL,
4445443,756,J0038434,ABDOMINAL BELT BINDER L,NULL,L,S.BELLTONA SHIVRAM,450,610,0,0,NULL,1,0,NULL,ABDOMINALBELTBINDER,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294103,0,NULL,NULL,116932480,NULL,AHNH,ED000184456,NULL,NULL,NULL,
4445445,756,J0038435,ABDOMINAL BELT BINDER M,NULL,M,S.BELLTONA SHIVRAM,450,610,0,0,NULL,1,0,NULL,ABDOMINALBELTBINDER,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294105,0,NULL,NULL,116932479,NULL,AHNH,ED000184457,NULL,NULL,NULL,
4445446,756,J0038436,ABDOMINAL BELT BINDER S,NULL,S,S.BELLTONA SHIVRAM,450,610,0,0,NULL,1,0,NULL,ABDOMINALBELTBINDER,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294107,0,NULL,NULL,116932478,NULL,AHNH,ED000184458,NULL,NULL,NULL,
4445447,756,J0038437,ABDOMINAL BELT BINDER XL,NULL,XL,S.BELLTONA SHIVRAM,675,675,371.25,0,NULL,1,0,NULL,ABDOMINALBELTBINDER,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294109,0,NULL,NULL,116932477,NULL,AHNH,ED000184459,NULL,NULL,NULL,
4445448,756,J0038438,ABDOMINAL BELT BINDER XXL,NULL,XXL,S.BELLTONA SHIVRAM,0,610,0,0,NULL,1,0,NULL,ABDOMINALBELTBINDER,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294111,0,NULL,NULL,116932476,NULL,AHNH,ED000184460,NULL,NULL,NULL,
4445449,756,J0038439,ABDOMINAL BINDER(L),NULL,,S.DR.KURE,425,425,180.97,0,NULL,1,0,NULL,ABDOMINALBINDERL,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294113,0,NULL,NULL,116932475,NULL,AHNX,ED000184454,NULL,NULL,NULL,
4445450,756,J0038440,ABDOMINAL BINDER(M),NULL,,S.DR.KURE,425,425,180.97,0,NULL,1,0,NULL,ABDOMINALBINDERM,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294115,0,NULL,NULL,116932474,NULL,AHNX,ED000184455,NULL,NULL,NULL,
4445451,756,J0038441,ABDOMINAL BINDER(S),NULL,,S.DR.KURE,425,425,180.97,0,NULL,1,0,NULL,ABDOMINALBINDERS,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294117,0,NULL,NULL,116932473,NULL,AHNX,ED000184357,NULL,NULL,NULL,
4445452,756,J0038442,ABDOMINAL BINDER(XL),NULL,,S.DR.KURE,425,425,180.97,0,NULL,1,0,NULL,ABDOMINALBINDERXL,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294119,0,NULL,NULL,116932472,NULL,AHNX,ED000184358,NULL,NULL,NULL,
4445453,756,J0038443,ABDOMINAL BINDER(XXL),NULL,,S.DR.KURE,425,425,180.97,0,NULL,1,0,NULL,ABDOMINALBINDERXXL,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1294121,0,NULL,NULL,116932471,NULL,AHNX,ED000184359,NULL,NULL,NULL,
4445454,756,J0038364,ABDOMINAL SUPPORT A01 L,NULL,L,S.TYNOR,725,344.38,380.63,0,NULL,1,0,NULL,ABDOMINALSUPPORTA01L,NULL,08/01/2022 6:21,NULL,22-04-2023 09:17,1,1,1293963,0,NULL,NULL,116932550,NULL,AHNK,ED000174762,NULL,NULL,NULL,
4455130,756,J0038608,ABDOMINAL SUPPORT A01 M,NULL,,S.TYNOR,725,344.38,380.63,0,NULL,1,0,NULL,ABDOMINALSUPPORTA01M,NULL,11/01/2022 6:18,NULL,05/05/2023 9:58,1,1,1294452,0,NULL,NULL,116932308,NULL,AHNK,ED000174769,NULL,NULL,NULL,
3583174,756,J0018411,ABDOMINAL SUPPORT A01 S,NULL,,S.TYNOR,630,280.25,346.5,0,NULL,1,0,NULL,ABDOMINALSUPPORTA01S,NULL,16-07-2021 09:03,NULL,05/05/2023 9:58,1,1,1294815,0,NULL,NULL,116932136,NULL,AHNK,ED000174775,NULL,NULL,NULL,
4455131,756,J0038607,ABDOMINAL SUPPORT A01 XXL,NULL,,S.TYNOR,725,344.38,380.63,0,NULL,1,0,NULL,ABDOMINALSUPPORTA01XXL,NULL,11/01/2022 6:18,NULL,22-04-2023 09:17,1,1,1294450,0,NULL,NULL,116932309,NULL,AHNK,ED000184251,NULL,NULL,NULL,
4445455,756,J0038365,ABDOMINAL SUPPRT A01 XL,NULL,XL,S.TYNOR,690,327.75,362.25,0,NULL,1,0,NULL,ABDOMINALSUPPRTA01,NULL,08/01/2022 6:21,NULL,05/05/2023 9:58,1,1,1293965,0,NULL,NULL,116932549,NULL,AHNK,ED000184384,NULL,NULL,NULL,
3351465,756,J0002134,ABDOWELL SACHET 1GM,NULL,1GM,LUPIN 2 MAXTER,540,366.1,366.1,0,NULL,1,0,NULL,ABDOWELLSACHET,NULL,26-05-2021 06:42,NULL,05/05/2023 9:58,1,1,1287664,0,NULL,NULL,117108277,NULL,AHLC,ED000157242,NULL,NULL,NULL,
2691362,756,J0002135,ABEL 40 TABLETS 10,NULL,10,LUPIN,126.8,90.58,90.58,0,NULL,1,0,NULL,ABEL40TAB,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1257760,0,NULL,NULL,117115642,NULL,ADGN,ED000000292,NULL,NULL,NULL,
2691363,756,J0002136,ABEL 80 TABLETS 1*10,NULL,1*10,LUPIN,217.8,155.58,155.58,0,NULL,1,0,NULL,ABEL80TABS,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1257762,0,NULL,NULL,117115641,NULL,ADGN,ED000000293,NULL,NULL,NULL,
2691364,756,J0002137,ABEL CT  TABLETS 1*10,NULL,1*10,LUPIN,155.9,122.43,111.36,0,NULL,1,0,NULL,ABELCTTABS,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1257763,0,NULL,NULL,117115640,NULL,ADGN,ED000000294,NULL,NULL,NULL,
7460162,756,J0041928,ABETAKAST L 1*10S,NULL,1*10S,RADICOOL PHARMACEUTICAL PVT LTD,215,138.21,153.58,0,NULL,1,0,NULL,ABETAKASTL,NULL,20-03-2023 11:56,NULL,05/05/2023 9:58,1,1,1305228,0,NULL,NULL,117749051,NULL,,NULL,NULL,NULL,NULL,
4973590,756,J00025733,ABETANATE S OINTMENT 30GM,NULL,30GM,RADICOOL PHARMACEUTICAL PVT LTD,185,118.93,132.14,0,NULL,1,0,NULL,ABETANATESOINTMENT30GM,NULL,05/04/2022 11:20,NULL,04/04/2023 1:01,1,1,1296123,0,NULL,NULL,116931468,NULL,HAC,ED000175086,NULL,NULL,NULL,
1697147,756,J0002138,ABETANEURON D3 10^S,NULL,10'S,RADICOOL PHARMACEUTICAL PVT LTD,309,198.64,220.71,0,NULL,1,0,NULL,ABETANEUROND3,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1288245,0,NULL,NULL,117108079,NULL,HAC,ED000157243,NULL,NULL,NULL,
1697078,756,J0002139,ABETANEURON LC TABLETS 10^S,NULL,10'S,RADICOOL PHARMACEUTICAL PVT LTD,281,171.46,190.51,0,NULL,1,0,NULL,ABETANEURONLCTAB,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1288107,0,NULL,NULL,117108137,NULL,HAC,ED000157244,NULL,NULL,NULL,
1697294,756,J0002140,ABETANEURON OD 10S,NULL,10S,RADICOOL PHARMACEUTICAL PVT LTD,415,266.79,296.43,0,NULL,1,0,NULL,ABETANEURONOD,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1288525,0,NULL,NULL,117107962,NULL,HAC,ED000157629,NULL,NULL,NULL,
1697362,756,J0002141,ABETANEURON -PLUS TABLETS 10^S,NULL,10'S,RADICOOL PHARMACEUTICAL PVT LTD,375,228.81,254.24,0,NULL,1,0,NULL,ABETANEURONPLUSTAB,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1288653,0,NULL,NULL,117107921,NULL,HAC,ED000157631,NULL,NULL,NULL,
7746550,756,A00750,ABETANEURON-PG CAPSULES 1*10S,NULL,1*10S,RADICOOL PHARMACEUTICAL PVT LTD,285,183.21,203.56,0,NULL,1,0,NULL,ABETANEURONPGCAP,NULL,11/04/2023 7:58,NULL,05/05/2023 9:58,1,1,1306207,0,NULL,NULL,118543964,NULL,,NULL,NULL,NULL,NULL,
4168491,756,J0037809,ABETAZOLE DSR CAPSULES 10S,NULL,10S,RADICOOL PHARMACEUTICAL PVT LTD,145,93.21,103.57,0,NULL,1,0,NULL,ABETAZOLEDSRCAP,NULL,22-11-2021 06:08,NULL,05/05/2023 9:58,1,1,1292738,0,NULL,NULL,116933139,NULL,HAC,ED000169824,NULL,NULL,NULL,
1701054,756,J0002142,ABETCOLA TABLETS 10^S,NULL,10'S,RADICOOL PHARMACEUTICAL PVT LTD,365,222.71,247.46,0,NULL,1,0,NULL,ABETCOLATAB,NULL,15-05-2020 07:15,NULL,05/05/2023 9:58,1,1,1224887,0,NULL,NULL,116925603,NULL,HAC,ED000110012,NULL,NULL,NULL,
3793881,756,J0037188,ABEVIA 100 CAPSULES 10C,NULL,10C,MANKIND ASPIRIS,95,67.18,67.86,0,NULL,1,0,NULL,ABEVIA100CAP,NULL,20-09-2021 12:43,NULL,05/05/2023 9:58,1,1,1291462,0,NULL,NULL,117106836,NULL,AHLW,ED000161085,NULL,NULL,NULL,
3810672,756,J0037235,ABEVIA 200 SR TABLETS 10T,NULL,10T,MANKIND ASPIRIS,180,115.71,128.57,0,NULL,1,0,NULL,ABEVIA200SRTAB,NULL,27-09-2021 11:43,NULL,05/05/2023 9:58,1,1,1291577,0,NULL,NULL,117106792,NULL,AHLW,ED000162633,NULL,NULL,NULL,
4406001,756,A003554,ABEVIA N TABLETS 10^S,NULL,10'S,MANKIND ASPIRIS,167.5,107.68,119.64,0,NULL,1,0,NULL,ABEVIANTABS,NULL,28-12-2021 06:26,NULL,05/05/2023 9:58,1,1,1293565,0,NULL,NULL,116932732,NULL,AHLW,ED000165328,NULL,NULL,NULL,
2596515,756,J0002144,AB-FLO CAPSULES 10T,NULL,10T,LUPIN# M CARE#,156.6,158.36,111.86,0,NULL,1,0,NULL,ABFLOCAP,NULL,14-10-2020 09:01,NULL,05/05/2023 9:58,1,1,1282108,0,NULL,NULL,117110251,NULL,SEG,ED000000257,NULL,NULL,NULL,
3581574,756,J0002143,AB-FLO CAPSULES 1*10,NULL,1*10,LUPIN RESPIRA 2,156.6,111.86,111.86,0,NULL,1,0,NULL,ABFLOCAPS,NULL,16-07-2021 09:03,NULL,05/05/2023 9:58,1,1,1257973,0,NULL,NULL,116925380,NULL,SHN,ED000000257,NULL,NULL,NULL,
2596516,756,J0002145,AB-FLO SR 10S,NULL,10S,LUPIN# M CARE#,238.5,170.36,170.36,0,NULL,1,0,NULL,ABFLOSR,NULL,14-10-2020 09:01,NULL,05/05/2023 9:58,1,1,1282110,0,NULL,NULL,117110250,NULL,SEG,ED000000258,NULL,NULL,NULL,
3581575,756,J0002146,AB-FLO SR TABLETS 1*10,NULL,1*10,LUPIN RESPIRA 2,238.5,144.28,170.36,0,NULL,1,0,NULL,ABFLOSRTAB,NULL,16-07-2021 09:03,NULL,05/05/2023 9:58,1,1,1257972,0,NULL,NULL,117115526,NULL,SHN,ED000000258,NULL,NULL,NULL,
2912568,756,J0002148,AB-FLO-N TABLETS 10^S,NULL,10'S,LUPIN# M CARE#,221.7,158.36,148.04,0,NULL,1,0,NULL,ABFLONTAB10S,NULL,14-01-2021 06:45,NULL,10/04/2023 10:51,1,1,1284112,0,NULL,NULL,116924021,NULL,SEG,ED000000260,NULL,NULL,NULL,
3581576,756,J0002147,AB-FLO-N TABLETS 1*10,NULL,1*10,LUPIN RESPIRA 2,221.7,158.36,158.36,0,NULL,1,0,NULL,ABFLONTABS110,NULL,16-07-2021 09:03,NULL,02/05/2023 7:35,1,1,1257975,0,NULL,NULL,117115525,NULL,SHN,ED000000260,NULL,NULL,NULL,
5347174,756,J00638,ABHAYRAB VACCINE 1*1,NULL,1*1,HUMAN BIOLOGICALS,398.4,265,318.72,0,NULL,1,0,NULL,ABHAYRABVACCINE,NULL,01/06/2022 7:30,NULL,05/05/2023 9:58,1,1,1298085,0,NULL,NULL,116930490,NULL,APBD,ED000000313,NULL,NULL,NULL,
5347173,756,J00637,ABHAYTOX(TETANUS AMP) 0.5ML,NULL,0.5ML,HUMAN BIOLOGICALS,11.41,9.1,9,0,NULL,1,0,NULL,ABHAYTOXTETANUSAMP,NULL,01/06/2022 7:30,NULL,05/05/2023 9:58,1,1,1298083,0,NULL,NULL,116930491,NULL,APBD,ED000000312,NULL,NULL,NULL,
4253086,756,J0038036,ABIWAYS 200 SR TABLETS 10T,NULL,10T,MANKIND LIFESTAR-2(STAR),180,106.07,128.57,0,NULL,1,0,NULL,ABIWAYS200SRTAB,NULL,07/12/2021 7:56,NULL,05/05/2023 9:58,1,1,1293145,0,NULL,NULL,116932913,NULL,GZI,ED000163713,NULL,NULL,NULL,
2959650,756,J0002149,ABIWAYS TABLETS 15T,NULL,15T,MANKIND LIFESTAR-2(STAR),159.23,154.69,113.74,0,NULL,1,0,NULL,ABIWAYSTAB,NULL,02/02/2021 7:31,NULL,05/05/2023 9:58,1,1,1285444,0,NULL,NULL,116923911,NULL,GZI,ED000170169,NULL,NULL,NULL,
2690187,756,J0002150,ABLUNG 100MG CAPSULES 10S,NULL,10S,CIPLA PHARMA,103.14,66.3,73.67,0,NULL,1,0,NULL,ABLUNG100MGCAP10S,NULL,17-11-2020 06:11,NULL,04/05/2023 8:02,1,1,1283484,0,NULL,NULL,116924068,NULL,D0001,ED000153663,NULL,NULL,NULL,
2912569,756,J0002151,ABLUNG SR 200MG TABLETS 10^S,NULL,10'S,CIPLA PHARMA,216.7,139.31,154.79,0,NULL,1,0,NULL,ABLUNGSR200MGTAB,NULL,14-01-2021 06:45,NULL,05/05/2023 9:58,1,1,1283988,0,NULL,NULL,116924028,NULL,D0001,ED000162882,NULL,NULL,NULL,
3548600,756,J0002152,ABMAC TABLETS 10S,NULL,10S,UNIMAC PHARMACEUTICALS PVT LTD,299,192.21,213.57,0,NULL,1,0,NULL,ABMACTAB,NULL,08/07/2021 6:30,NULL,05/05/2023 9:58,1,1,1266359,0,NULL,NULL,117112297,NULL,SHG,ED000148861,NULL,NULL,NULL,
1695672,756,J0002153,ABOCAL 500 TABLETS 15^S,NULL,15'S,ABBOTT INDIA METABOLICS,131.64,84.63,94.03,0,NULL,1,0,NULL,ABOCAL500TAB,NULL,15-05-2020 07:08,NULL,05/05/2023 9:58,1,1,1210659,0,NULL,NULL,117119324,NULL,LX,ED000000358,NULL,NULL,NULL,
1715015,756,J0002154,ABOROS 20 10^S,NULL,10'S,LARENON(7)(LAVITOR),250,160.71,178.57,0,NULL,1,0,NULL,ABOROS2010S,NULL,15-05-2020 07:50,NULL,02/02/2023 11:41,1,1,1269338,0,NULL,NULL,117111288,NULL,A1v,ED000144626,NULL,NULL,NULL,
2690186,756,J0002155,AB-PRESS PF E/D 10ML,NULL,10ML,ENTOD ENSIGHT,437.5,281.25,312.5,0,NULL,1,0,NULL,ABPRESSPFED,NULL,17-11-2020 06:11,NULL,05/05/2023 9:58,1,1,1282583,0,NULL,NULL,117110056,NULL,AHLE,ED000152683,NULL,NULL,NULL,
2596517,756,J0002156,ABROZAC 100/600 10S,NULL,10S,AJANTA MEXLON,190,122.14,135.71,0,NULL,1,0,NULL,ABROZAC10060010S,NULL,14-10-2020 09:01,NULL,02/02/2023 11:41,1,1,1281861,0,NULL,NULL,117110359,NULL,A¸,NULL,NULL,NULL,NULL,
2691365,756,J0002157,ABROZAC 100/600MG 10^S,NULL,10'S,AJANTA MEXLON,190,122.14,135.71,0,NULL,1,0,NULL,ABROZAC100600MG,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1105419,0,NULL,NULL,117130710,NULL,A¸,ED000144717,NULL,NULL,NULL,
4716661,756,A003698,ABS WRAP(NEO)J06-UN,NULL,,S.TYNOR,880,418,462,0,NULL,1,0,NULL,ABSWRAPNEOJ06UN,NULL,03/03/2022 16:56,NULL,05/05/2023 9:58,1,1,1295546,0,NULL,NULL,116931739,NULL,AHNK,ED000174779,NULL,NULL,NULL,
